time,open,high,low,close,HTF EMA,HTF EMA,S2 SHORT,S2 LONG,S2 SHORT (blocked),S2 LONG (blocked),HTF EMA
1765788000,26005.85,26011.25,25990.15,26009.85,26017.533149694445,26017.533149694445,0,0,0,0,26017.533149694445
1765788300,26009.5,26018.3,26007.4,26014.15,26017.231849706426,26017.231849706426,0,0,0,0,26017.231849706426
1765788600,26013.95,26020.35,26008.8,26013.7,26016.942365404215,26016.942365404215,0,0,0,0,26016.942365404215
1765788900,26013.55,26019.8,26011.15,26016.65,26016.66423342758,26016.66423342758,0,0,0,0,26016.66423342758
1765789200,26016.45,26018.05,26010,26015.05,26016.397008587282,26016.397008587282,0,0,0,0,26016.397008587282
1765789500,26014.9,26016.45,26008.5,26013.25,26016.140263152487,26016.140263152487,0,0,0,0,26016.140263152487
1765789800,26014.8,26035.65,26012.45,26035.65,26015.893586166116,26015.893586166116,0,0,0,0,26015.893586166116
1765790100,26035.2,26047.15,26028.05,26028.55,26015.65658278705,26015.65658278705,0,0,0,0,26015.65658278705
1765790400,26029.5,26037,26028.35,26034.35,26015.428873658147,26015.428873658147,0,0,0,0,26015.428873658147
1765790700,26035.4,26037.75,26028.95,26036.5,26015.210094299004,26015.210094299004,0,0,0,0,26015.210094299004
1765791000,26035.1,26037.6,26022,26024.3,26014.99989452257,26014.99989452257,0,0,0,0,26014.99989452257
1765791300,26024.1,26034.5,26019.55,26031.95,26014.797937874628,26014.797937874628,0,0,0,0,26014.797937874628
1765791600,26032.35,26035.8,26027.8,26030.05,26015.396057957976,26015.396057957976,0,0,0,0,26015.396057957976
1765791900,26029.85,26029.9,26021.65,26023.55,26015.97072235178,26015.97072235178,0,0,0,0,26015.97072235178
1765792200,26023.45,26025.5,26018.2,26023.75,26016.522850887006,26016.522850887006,0,0,0,0,26016.522850887006
1765792500,26023.2,26031.55,26013.35,26014,26016.423915558105,26016.423915558105,0,0,0,0,26016.423915558105
1765856700,25980.75,25980.75,25923.1,25943.3,26016.328860046022,26016.328860046022,0,0,0,0,26016.328860046022
1765857000,25938.35,25947.65,25928.55,25931.35,26016.23753220108,26016.23753220108,0,0,0,0,26016.23753220108
1765857300,25930.85,25935.2,25920.1,25923.1,26016.149785840254,26016.149785840254,0,0,0,0,26016.149785840254
1765857600,25922.75,25925,25906.6,25916.7,26016.065480513185,26016.065480513185,0,0,0,0,26016.065480513185
1765857900,25915.95,25917.2,25901.65,25917,26015.984481277374,26015.984481277374,0,0,0,0,26015.984481277374
1765858200,25916.1,25930.8,25912.05,25926.65,26015.90665848218,26015.90665848218,0,0,0,0,26015.90665848218
1765858500,25926,25942.95,25920.1,25936.4,26015.83188756131,26015.83188756131,0,0,0,0,26015.83188756131
1765858800,25936.35,25943.75,25930.3,25942,26015.760048833417,26015.760048833417,0,0,0,0,26015.760048833417
1765859100,25941.25,25942.85,25902.6,25906.1,26015.69102731054,26015.69102731054,0,0,0,0,26015.69102731054
1765859400,25906.05,25906.1,25879.3,25891.1,26015.624712514047,26015.624712514047,0,0,0,0,26015.624712514047
1765859700,25891.05,25900.05,25887.1,25890.85,26015.56099829781,26015.56099829781,0,0,0,0,26015.56099829781
1765860000,25889.65,25893.9,25882.15,25892.85,26010.74880228613,26010.74880228613,0,0,0,0,26010.74880228613
1765860300,25892.45,25914.7,25888.15,25912.45,26006.125319843537,26006.125319843537,0,0,0,0,26006.125319843537
1765860600,25912.75,25917.9,25906.75,25912.45,26001.683150437908,26001.683150437908,0,0,0,0,26001.683150437908
1765860900,25912.55,25922.7,25906.75,25910.45,25997.415183754067,25997.415183754067,0,0,0,0,25997.415183754067
1765861200,25909.95,25919.35,25908.3,25913.25,25993.31458831273,25993.31458831273,0,0,0,0,25993.31458831273
1765861500,25913.6,25915.45,25899.65,25904.85,25989.37480053576,25989.37480053576,0,0,0,0,25989.37480053576
1765861800,25905.1,25908,25898.15,25905.3,25985.58951424024,25985.58951424024,0,0,0,0,25985.58951424024
1765862100,25904.85,25907.7,25898.7,25901.7,25981.952670544546,25981.952670544546,0,0,0,0,25981.952670544546
1765862400,25901.85,25906.4,25897.4,25905.05,25978.45844817025,25978.45844817025,0,0,0,0,25978.45844817025
1765862700,25904.7,25911.5,25890.85,25900.15,25975.101254124358,25975.101254124358,0,0,0,0,25975.101254124358
1765863000,25899.75,25903.4,25891.3,25900.1,25971.875714746933,25971.875714746933,0,0,0,0,25971.875714746933
1765863300,25898.45,25910.35,25896.6,25903.75,25968.7766671098,25968.7766671098,0,0,0,0,25968.7766671098
1765863600,25903.05,25906.3,25893.75,25898.8,25966.032484085885,25966.032484085885,0,0,0,0,25966.032484085885
1765863900,25898.25,25903.95,25892.6,25902.45,25963.395916082518,25963.395916082518,0,0,0,0,25963.395916082518
1765864200,25903.05,25911.2,25896.95,25898.4,25960.862742902813,25960.862742902813,0,0,0,0,25960.862742902813
1765864500,25898.65,25907.1,25893.35,25905.45,25958.4289098478,25958.4289098478,0,0,0,0,25958.4289098478
1765864800,25905.7,25907.65,25888.15,25890.3,25956.090521226317,25956.090521226317,0,0,0,0,25956.090521226317
1765865100,25889.75,25890.1,25877.25,25885.35,25953.8438341194,25953.8438341194,0,0,0,0,25953.8438341194
1765865400,25884.95,25886.15,25872.6,25875.1,25951.68525238923,25951.68525238923,0,0,0,0,25951.68525238923
1765865700,25875.65,25881.1,25871.2,25878.25,25949.611320922984,25949.611320922984,0,0,0,0,25949.611320922984
1765866000,25878.35,25891,25876.45,25890.8,25947.618720102477,25947.618720102477,0,0,0,0,25947.618720102477
1765866300,25890.2,25890.2,25873,25876.05,25945.704260490616,25945.704260490616,0,0,0,0,25945.704260490616
1765866600,25876.3,25878.45,25870.45,25876.1,25943.86487772628,25943.86487772628,0,0,0,0,25943.86487772628
1765866900,25876.45,25886,25875.35,25883.45,25942.097627619365,25942.097627619365,0,0,0,0,25942.097627619365
1765867200,25883.65,25890.65,25878.25,25887.5,25939.95654418331,25939.95654418331,0,0,0,0,25939.95654418331
1765867500,25887.05,25893.9,25882.2,25893.5,25937.899424803574,25937.899424803574,0,0,0,0,25937.899424803574
1765867800,25893,25897.2,25888.8,25893.45,25935.92297677206,25935.92297677206,0,0,0,0,25935.92297677206
1765868100,25892.8,25908.5,25891.15,25906.15,25934.02403650649,25934.02403650649,0,0,0,0,25934.02403650649
1765868400,25905.6,25914.45,25895.15,25906.1,25932.199564486626,25932.199564486626,0,0,0,0,25932.199564486626
1765868700,25905.9,25907.55,25883.15,25889.85,25930.44664038911,25930.44664038911,0,0,0,0,25930.44664038911
1765869000,25889.55,25897.25,25880.25,25894.35,25928.762458413064,25928.762458413064,0,0,0,0,25928.762458413064
1765869300,25893.7,25894,25876.15,25879.5,25927.144322789023,25927.144322789023,0,0,0,0,25927.144322789023
1765869600,25879.55,25900.85,25877.7,25883.1,25925.58964346396,25925.58964346396,0,0,0,0,25925.58964346396
1765869900,25883.3,25901,25876.75,25898.75,25924.09593195557,25924.09593195557,0,0,0,0,25924.09593195557
1765870200,25898.9,25899.2,25884.4,25885.05,25922.660797369077,25922.660797369077,0,0,0,0,25922.660797369077
1765870500,25884.85,25886.2,25875.85,25883.1,25921.28194257029,25921.28194257029,0,0,0,0,25921.28194257029
1765870800,25883,25893.25,25881.2,25886.85,25919.93167031263,25919.93167031263,0,0,0,0,25919.93167031263
1765871100,25887.65,25896.7,25876.3,25883.8,25918.634349908214,25918.634349908214,0,0,0,0,25918.634349908214
1765871400,25884.45,25888.95,25883.4,25887.25,25917.387904813775,25917.387904813775,0,0,0,0,25917.387904813775
1765871700,25887.4,25889.75,25882.6,25885.3,25916.190339919118,25916.190339919118,0,0,0,0,25916.190339919118
1765872000,25885.6,25897.1,25884.7,25895.85,25915.039738353662,25915.039738353662,0,0,0,0,25915.039738353662
1765872300,25896.05,25909.5,25894.4,25908.05,25913.934258418223,25913.934258418223,0,0,0,0,25913.934258418223
1765872600,25908.3,25916.25,25899.8,25905.15,25912.872130637115,25912.872130637115,0,0,0,0,25912.872130637115
1765872900,25904.95,25929.15,25903.25,25923.7,25911.851654925857,25911.851654925857,0,0,0,0,25911.851654925857
1765873200,25923.05,25928.4,25915.65,25919,25910.87119786994,25910.87119786994,0,0,0,0,25910.87119786994
1765873500,25918.45,25919.9,25894.45,25897.25,25909.929190110335,25909.929190110335,0,0,0,0,25909.929190110335
1765873800,25897.2,25899.4,25890,25896.55,25909.0241238315,25909.0241238315,0,0,0,0,25909.0241238315
1765874100,25895.95,25909.75,25879.8,25886.95,25908.15455034791,25908.15455034791,0,0,0,0,25908.15455034791
1765874400,25887.35,25888.95,25875.9,25883.25,25907.17790131466,25907.17790131466,0,0,0,0,25907.17790131466
1765874700,25883.8,25884.55,25859.2,25860.4,25906.239552243496,25906.239552243496,0,0,0,0,25906.239552243496
1765875000,25860.8,25871.45,25848.4,25871.35,25905.338001175125,25905.338001175125,0,0,0,0,25905.338001175125
1765875300,25869.4,25873.85,25851.15,25868.75,25904.47180505061,25904.47180505061,0,0,0,0,25904.47180505061
1765875600,25868.95,25870.35,25848.3,25850.65,25903.639577401565,25903.639577401565,0,0,0,0,25903.639577401565
1765875900,25849.75,25863.15,25848.15,25861.55,25902.839986130915,25902.839986130915,0,0,0,0,25902.839986130915
1765876200,25861.75,25872.2,25860.15,25865.9,25902.071751380685,25902.071751380685,0,0,0,0,25902.071751380685
1765876500,25866.45,25879.25,25859,25869.65,25901.333643483402,25901.333643483402,0,0,0,0,25901.333643483402
1765876800,25870.05,25891.7,25867.05,25890.2,25900.624480993858,25900.624480993858,0,0,0,0,25900.624480993858
1765877100,25889.4,25902.05,25878.55,25883.8,25899.94312879802,25899.94312879802,0,0,0,0,25899.94312879802
1765877400,25885,25896.85,25870.3,25874.6,25899.288496296136,25899.288496296136,0,0,0,0,25899.288496296136
1765877700,25875.75,25880.8,25860.4,25862.75,25898.659535657072,25898.659535657072,0,0,0,0,25898.659535657072
1765878000,25863,25866.05,25854.75,25856.05,25896.988573474442,25896.988573474442,0,0,0,0,25896.988573474442
1765878300,25858.75,25858.75,25840.85,25841.05,25895.383139220543,25895.383139220543,0,0,0,0,25895.383139220543
1765878600,25842.75,25854.35,25834.35,25849.1,25893.84066317268,25893.84066317268,0,0,0,0,25893.84066317268
1765878900,25853.05,25857.85,25840.6,25851.35,25892.174362656104,25892.174362656104,0,0,0,0,25892.174362656104
1765943100,25904.15,25904.15,25855.65,25873.05,25890.573407257823,25890.573407257823,0,0,0,0,25890.573407257823
1765943400,25872.6,25922.65,25867.8,25920.4,25889.035234424184,25889.035234424184,0,0,0,0,25889.035234424184
1765943700,25919.7,25924.9,25903.3,25903.3,25887.557382093823,25887.557382093823,0,0,0,0,25887.557382093823
1765944000,25903.5,25923.1,25894.8,25921.5,25886.13748475681,25886.13748475681,0,0,0,0,25886.13748475681
1765944300,25921.95,25929.15,25911.85,25914.35,25884.77326966831,25884.77326966831,0,0,0,0,25884.77326966831
1765944600,25914.7,25917.75,25878.1,25880.8,25883.462553210727,25883.462553210727,0,0,0,0,25883.462553210727
1765944900,25880.2,25890,25860.6,25862.85,25882.203237398542,25882.203237398542,0,0,0,0,25882.203237398542
1765945200,25862.9,25865.7,25851.35,25865.55,25880.99330652017,25880.99330652017,0,0,0,0,25880.99330652017
1765945500,25865.25,25878.45,25859.65,25868.45,25879.830823911536,25879.830823911536,0,0,0,0,25879.830823911536
1765945800,25868.25,25871.05,25844.75,25846.1,25878.71392885618,25878.71392885618,0,0,0,0,25878.71392885618
1765946100,25845.65,25846.2,25823.95,25837.75,25877.640833606918,25877.640833606918,0,0,0,0,25877.640833606918
1765946400,25838.4,25843.25,25829.3,25841.05,25876.205898955668,25876.205898955668,0,0,0,0,25876.205898955668
1765946700,25840.15,25851.75,25830.1,25848.95,25874.827236251524,25874.827236251524,0,0,0,0,25874.827236251524
1765947000,25848.75,25849.25,25826.4,25826.4,25873.502638751463,25873.502638751463,0,0,0,0,25873.502638751463
1765947300,25825.1,25830.8,25809.1,25813.2,25872.229986251405,25872.229986251405,0,0,0,0,25872.229986251405
1765947600,25813.65,25829.9,25811.05,25822.5,25871.007241692525,25871.007241692525,0,0,0,0,25871.007241692525
1765947900,25821.85,25821.9,25811.55,25814.85,25869.832447900662,25869.832447900662,0,0,0,0,25869.832447900662
1765948200,25815.35,25825,25811.45,25819.05,25868.70372445358,25868.70372445358,0,0,0,0,25868.70372445358
1765948500,25819.6,25834.9,25815,25828.15,25867.619264671084,25867.619264671084,0,0,0,0,25867.619264671084
1765948800,25829.25,25831.25,25817.55,25818.25,25866.5773327232,25866.5773327232,0,0,0,0,25866.5773327232
