time,open,high,low,close,HTF MA,HTF MA
1774216800,4472.24,4478.68,4471.95,4476.375,4689.299599999991,4691.275822062947
1774217100,4476.125,4518.4,4472.34,4511.33,4689.299599999991,4691.275822062947
1774217400,4511.31,4515.45,4490.185,4507.36,4689.299599999991,4691.275822062947
1774217700,4507.365,4520.99,4503.735,4514.745,4689.299599999991,4691.275822062947
1774218000,4514.845,4532.545,4513.08,4527.855,4689.299599999991,4691.275822062947
1774218300,4527.3,4536.415,4521.125,4524.31,4689.299599999991,4691.275822062947
1774218600,4524.38,4526.675,4507.305,4512.965,4689.299599999991,4691.275822062947
1774218900,4513.07,4517.49,4504.575,4515.44,4689.299599999991,4691.275822062947
1774219200,4515.545,4516.15,4505.095,4506.8,4689.299599999991,4691.275822062947
1774219500,4506.69,4515.61,4504.68,4506.35,4689.299599999991,4691.275822062947
1774219800,4506.355,4511.195,4505.49,4505.49,4689.299599999991,4691.275822062947
1774220100,4505.38,4505.38,4489.85,4498.255,4681.443799999991,4683.7063780604785
1774220400,4498.28,4511.11,4493.91,4499.27,4681.443799999991,4683.7063780604785
1774220700,4499.375,4506.06,4487.89,4495.19,4681.443799999991,4683.7063780604785
1774221000,4495.25,4499.615,4485.31,4490.515,4681.443799999991,4683.7063780604785
1774221300,4490.25,4499.9,4489.76,4490.585,4681.443799999991,4683.7063780604785
1774221600,4490.59,4492.93,4485.025,4489.81,4681.443799999991,4683.7063780604785
1774221900,4489.66,4492.4,4482.35,4485.305,4681.443799999991,4683.7063780604785
1774222200,4485.295,4488.72,4480.04,4482.335,4681.443799999991,4683.7063780604785
1774222500,4482.33,4485.52,4472.42,4478.91,4681.443799999991,4683.7063780604785
1774222800,4478.9,4491.105,4477.875,4489.13,4681.443799999991,4683.7063780604785
1774223100,4489.145,4493.77,4459.545,4462.97,4681.443799999991,4683.7063780604785
1774223400,4462.985,4470.66,4452.08,4458.645,4681.443799999991,4683.7063780604785
1774223700,4458.775,4469.94,4458.22,4464.8,4673.676399999991,4675.121814214969
1774224000,4464.98,4473.16,4435.105,4440.275,4673.676399999991,4675.121814214969
1774224300,4440.41,4453.395,4425.415,4440.06,4673.676399999991,4675.121814214969
1774224600,4440.09,4449.045,4435.185,4436.66,4673.676399999991,4675.121814214969
1774224900,4436.695,4437.13,4404.835,4424.925,4673.676399999991,4675.121814214969
1774225200,4424.93,4441.22,4420.03,4440.395,4673.676399999991,4675.121814214969
1774225500,4440.4,4445.475,4424.09,4427.485,4673.676399999991,4675.121814214969
1774225800,4427.65,4437.09,4399.595,4401.045,4673.676399999991,4675.121814214969
1774226100,4401.135,4401.605,4329.64,4349.88,4673.676399999991,4675.121814214969
1774226400,4349.88,4365.455,4344.065,4363.375,4673.676399999991,4675.121814214969
1774226700,4363.47,4367.835,4344.445,4345.685,4673.676399999991,4675.121814214969
1774227000,4345.72,4360.76,4319.92,4335.775,4673.676399999991,4675.121814214969
1774227300,4335.815,4371.645,4329.405,4354.325,4663.897199999991,4662.541546990853
1774227600,4354.13,4381.17,4330.325,4377.375,4663.897199999991,4662.541546990853
1774227900,4377.355,4416.51,4376.635,4401.22,4663.897199999991,4662.541546990853
1774228200,4401.225,4423.275,4395.12,4408.465,4663.897199999991,4662.541546990853
1774228500,4408.405,4436.75,4406.905,4428.985,4663.897199999991,4662.541546990853
1774228800,4428.935,4443.715,4421.425,4432.49,4663.897199999991,4662.541546990853
1774229100,4432.51,4434.665,4420.41,4422.295,4663.897199999991,4662.541546990853
1774229400,4422.28,4454.51,4416.345,4441.725,4663.897199999991,4662.541546990853
1774229700,4441.76,4450.06,4432.54,4444.915,4663.897199999991,4662.541546990853
1774230000,4444.9,4445.455,4427.72,4435.82,4663.897199999991,4662.541546990853
1774230300,4435.845,4436.95,4410.83,4412.75,4663.897199999991,4662.541546990853
1774230600,4412.715,4415.065,4404.135,4407.305,4663.897199999991,4662.541546990853
1774230900,4407.31,4411.085,4381,4388.005,4655.288999999991,4651.775407893172
1774231200,4387.985,4420.405,4382.635,4417.51,4655.288999999991,4651.775407893172
1774231500,4417.52,4422.36,4406.275,4406.31,4655.288999999991,4651.775407893172
1774231800,4406.33,4413.21,4389.855,4396.155,4655.288999999991,4651.775407893172
1774232100,4396.165,4417.215,4394.325,4403.915,4655.288999999991,4651.775407893172
1774232400,4403.93,4414.01,4403.335,4404.465,4655.288999999991,4651.775407893172
1774232700,4404.47,4414.135,4396.71,4399.355,4655.288999999991,4651.775407893172
1774233000,4399.365,4401.12,4381.485,4388.54,4655.288999999991,4651.775407893172
1774233300,4388.56,4392.09,4370.56,4374.765,4655.288999999991,4651.775407893172
1774233600,4374.69,4385.88,4369.66,4384.845,4655.288999999991,4651.775407893172
1774233900,4384.85,4384.855,4369.985,4373.865,4655.288999999991,4651.775407893172
1774234200,4373.895,4380.465,4354.68,4359.99,4655.288999999991,4651.775407893172
1774234500,4360,4370.3,4357.29,4360.86,4645.814799999991,4640.366960524812
1774234800,4360.865,4378.335,4360.29,4367.21,4645.814799999991,4640.366960524812
1774235100,4367.195,4374,4354.12,4355.745,4645.814799999991,4640.366960524812
1774235400,4355.8,4357.04,4347.845,4349.36,4645.814799999991,4640.366960524812
1774235700,4349.345,4361.565,4349.025,4353.61,4645.814799999991,4640.366960524812
1774236000,4353.595,4365.815,4351.665,4355.295,4645.814799999991,4640.366960524812
1774236300,4355.185,4357.445,4347.26,4350.925,4645.814799999991,4640.366960524812
1774236600,4350.835,4364.915,4350.62,4359.405,4645.814799999991,4640.366960524812
1774236900,4359.3,4360.29,4345.05,4345.955,4645.814799999991,4640.366960524812
1774237200,4345.935,4348.035,4334.795,4342.305,4645.814799999991,4640.366960524812
1774237500,4342.315,4351.715,4337.165,4351.52,4645.814799999991,4640.366960524812
1774237800,4351.655,4360.25,4348.195,4350.53,4645.814799999991,4640.366960524812
1774238100,4350.525,4354.75,4348.25,4352.99,4636.137799999991,4629.097275798349
1774238400,4352.99,4370.08,4352.99,4362.7,4636.137799999991,4629.097275798349
1774238700,4362.685,4370.855,4361.945,4369.12,4636.137799999991,4629.097275798349
1774239000,4369.125,4369.92,4361.585,4363.8,4636.137799999991,4629.097275798349
1774239300,4363.805,4370.36,4361.455,4368.92,4636.137799999991,4629.097275798349
1774239600,4368.83,4370.26,4366.385,4370.19,4636.137799999991,4629.097275798349
1774239900,4370.11,4370.655,4366.145,4368.625,4636.137799999991,4629.097275798349
1774240200,4368.49,4368.81,4360.32,4366.58,4636.137799999991,4629.097275798349
1774240500,4366.605,4382.22,4366.1,4374.31,4636.137799999991,4629.097275798349
1774240800,4374.305,4378.29,4370.36,4375.765,4636.137799999991,4629.097275798349
1774241100,4375.825,4376.87,4367.925,4369.25,4636.137799999991,4629.097275798349
1774241400,4369.245,4369.245,4349.91,4354.325,4636.137799999991,4629.097275798349
1774241700,4354.31,4368.18,4352.625,4367.97,4626.669599999991,4618.856990472924
1774242000,4367.92,4380.155,4366.265,4372.8,4626.669599999991,4618.856990472924
1774242300,4372.775,4379.57,4371.66,4375.335,4626.669599999991,4618.856990472924
1774242600,4375.34,4376.92,4369.555,4372.855,4626.669599999991,4618.856990472924
1774242900,4372.86,4374.415,4363.655,4368.795,4626.669599999991,4618.856990472924
1774243200,4368.595,4368.75,4354.355,4354.755,4626.669599999991,4618.856990472924
1774243500,4354.765,4359.365,4351.6,4356.325,4626.669599999991,4618.856990472924
1774243800,4356.31,4356.36,4321.41,4332.945,4626.669599999991,4618.856990472924
1774244100,4332.93,4340.435,4322.42,4326.64,4626.669599999991,4618.856990472924
1774244400,4326.63,4329.735,4320.28,4322.17,4626.669599999991,4618.856990472924
1774244700,4321.93,4326.905,4319.635,4320.605,4626.669599999991,4618.856990472924
1774245000,4320.575,4324.42,4303.595,4303.82,4626.669599999991,4618.856990472924
1774245300,4303.745,4322.215,4302.165,4310.315,4615.877099999991,4606.757304572025
1774245600,4310.305,4310.52,4286.035,4286.4,4615.877099999991,4606.757304572025
1774245900,4286.125,4286.445,4270.06,4275.325,4615.877099999991,4606.757304572025
1774246200,4275.345,4296.21,4271.32,4294.715,4615.877099999991,4606.757304572025
1774246500,4294.7,4310.485,4277.845,4285.955,4615.877099999991,4606.757304572025
1774246800,4285.965,4286.025,4271.755,4275.24,4615.877099999991,4606.757304572025
1774247100,4275.21,4283.115,4238.86,4243.78,4615.877099999991,4606.757304572025
1774247400,4243.75,4249.715,4222.36,4237.695,4615.877099999991,4606.757304572025
1774247700,4237.655,4243.5,4215.425,4234.59,4615.877099999991,4606.757304572025
1774248000,4234.58,4243.99,4182.435,4182.97,4615.877099999991,4606.757304572025
1774248300,4183.485,4206.625,4163.07,4206.595,4615.877099999991,4606.757304572025
1774248600,4206.58,4230.11,4203.865,4213.16,4615.877099999991,4606.757304572025
1774248900,4213.07,4228.6,4206.7,4220.705,4603.114799999991,4591.617998510376
1774249200,4220.68,4222.52,4180.4,4180.78,4603.114799999991,4591.617998510376
1774249500,4180.785,4181.225,4132.205,4159.905,4603.114799999991,4591.617998510376
1774249800,4159.91,4171.22,4126.63,4130.26,4603.114799999991,4591.617998510376
1774250100,4130.255,4160.22,4113.715,4117.135,4603.114799999991,4591.617998510376
1774250400,4117.12,4146.02,4099.125,4131.22,4603.114799999991,4591.617998510376
1774250700,4131.18,4140.165,4112.59,4135.85,4603.114799999991,4591.617998510376
1774251000,4135.835,4165.075,4129.39,4155.92,4603.114799999991,4591.617998510376
1774251300,4155.91,4199.815,4151.76,4180.4,4603.114799999991,4591.617998510376
1774251600,4180.41,4216.295,4172.195,4215.33,4603.114799999991,4591.617998510376
1774251900,4215.28,4232.57,4206.185,4214.765,4603.114799999991,4591.617998510376
1774252200,4214.795,4221.9,4188.315,4198.57,4603.114799999991,4591.617998510376
1774252500,4198.545,4205.375,4186.235,4204.44,4590.183599999991,4576.434547588401
1774252800,4204.52,4229.965,4203.03,4220.18,4590.183599999991,4576.434547588401
1774253100,4220.255,4241.86,4213.47,4233.42,4590.183599999991,4576.434547588401
1774253400,4233.535,4256.185,4224.43,4253.11,4590.183599999991,4576.434547588401
1774253700,4253.07,4256.26,4212.24,4220.275,4590.183599999991,4576.434547588401
1774254000,4220.16,4229.45,4211.41,4221.21,4590.183599999991,4576.434547588401
1774254300,4221.155,4234.555,4212.645,4226.75,4590.183599999991,4576.434547588401
1774254600,4226.485,4264.105,4222.45,4263.585,4590.183599999991,4576.434547588401
1774254900,4263.58,4270.955,4234.395,4238.375,4590.183599999991,4576.434547588401
1774255200,4238.285,4259.17,4237.475,4257.715,4590.183599999991,4576.434547588401
1774255500,4257.65,4269.95,4240.88,4241.72,4590.183599999991,4576.434547588401
1774255800,4241.79,4241.87,4226.05,4229.29,4590.183599999991,4576.434547588401
1774256100,4229.28,4253.37,4219.96,4251.44,4578.214999999991,4563.689663369248
1774256400,4251.45,4260.34,4245.71,4253.575,4578.214999999991,4563.689663369248
1774256700,4253.565,4257.485,4250.325,4254.65,4578.214999999991,4563.689663369248
1774257000,4254.625,4269.325,4253.07,4269.075,4578.214999999991,4563.689663369248
1774257300,4269.07,4292.23,4267.755,4289.055,4578.214999999991,4563.689663369248
1774257600,4289.15,4301.84,4283.93,4288.75,4578.214999999991,4563.689663369248
1774257900,4288.76,4304.43,4288.06,4304.235,4578.214999999991,4563.689663369248
1774258200,4304.235,4308.625,4280.455,4281.88,4578.214999999991,4563.689663369248
1774258500,4282.07,4285.295,4239.695,4240.935,4578.214999999991,4563.689663369248
1774258800,4240.955,4249.545,4225.015,4225.015,4578.214999999991,4563.689663369248
1774259100,4225.085,4245.885,4223.685,4237.44,4578.214999999991,4563.689663369248
1774259400,4237.425,4248.56,4235.325,4238.47,4578.214999999991,4563.689663369248
1774259700,4238.45,4257.32,4237.01,4254.29,4566.748199999991,4551.55634323712
1774260000,4254.27,4261.445,4243.75,4257.07,4566.748199999991,4551.55634323712
1774260300,4257.04,4264.755,4253.915,4261.75,4566.748199999991,4551.55634323712
1774260600,4261.67,4272.575,4254.89,4264.06,4566.748199999991,4551.55634323712
1774260900,4264.145,4274.77,4262.12,4269.45,4566.748199999991,4551.55634323712
1774261200,4269.44,4274.785,4256.235,4273.46,4566.748199999991,4551.55634323712
1774261500,4273.44,4274.16,4265.27,4268.81,4566.748199999991,4551.55634323712
1774261800,4269.09,4269.435,4261.555,4262.285,4566.748199999991,4551.55634323712
1774262100,4262.26,4268.705,4241.165,4246.74,4566.748199999991,4551.55634323712
1774262400,4246.695,4262.4,4243.165,4257.335,4566.748199999991,4551.55634323712
1774262700,4257.33,4261.32,4249.835,4261.205,4566.748199999991,4551.55634323712
1774263000,4261.095,4281.985,4260.13,4262.7,4566.748199999991,4551.55634323712
1774263300,4262.695,4270.9,4250.755,4269.11,4556.856499999991,4540.4800160513505
1774263600,4269.145,4295.705,4269.145,4283.06,4556.856499999991,4540.4800160513505
1774263900,4283.205,4421.29,4281.83,4406.625,4556.856499999991,4540.4800160513505
1774264200,4406.62,4463.725,4396.16,4457.17,4556.856499999991,4540.4800160513505
1774264500,4457.2,4461.895,4379.82,4395.46,4556.856499999991,4540.4800160513505
1774264800,4395.435,4406.72,4355.32,4376.445,4556.856499999991,4540.4800160513505
1774265100,4377.18,4403.615,4372.33,4398.94,4556.856499999991,4540.4800160513505
1774265400,4398.98,4426.025,4395.795,4421.715,4556.856499999991,4540.4800160513505
1774265700,4421.585,4432.28,4392.665,4405.265,4556.856499999991,4540.4800160513505
1774266000,4405.26,4415.645,4383.715,4412.275,4556.856499999991,4540.4800160513505
1774266300,4412.295,4417.775,4375.12,4393.585,4556.856499999991,4540.4800160513505
1774266600,4393.58,4415.185,4378.115,4404.08,4556.856499999991,4540.4800160513505
1774266900,4403.945,4403.945,4361.875,4379.43,4549.883199999991,4534.164329147376
1774267200,4379.465,4380.805,4350.835,4356.94,4549.883199999991,4534.164329147376
1774267500,4356.99,4369.69,4336.29,4369.585,4549.883199999991,4534.164329147376
1774267800,4369.69,4375.485,4349.335,4353.015,4549.883199999991,4534.164329147376
1774268100,4353.055,4399.46,4352.28,4399.265,4549.883199999991,4534.164329147376
1774268400,4399.29,4405.03,4388.54,4389.52,4549.883199999991,4534.164329147376
1774268700,4389.485,4400.525,4387.575,4390.055,4549.883199999991,4534.164329147376
1774269000,4390.135,4410.96,4373.775,4407.095,4549.883199999991,4534.164329147376
1774269300,4407.095,4416.32,4400.585,4410.095,4549.883199999991,4534.164329147376
1774269600,4410.13,4441.96,4403.94,4441.405,4549.883199999991,4534.164329147376
1774269900,4441.41,4463.275,4433.34,4461.35,4549.883199999991,4534.164329147376
1774270200,4461.32,4482.55,4458.715,4467.79,4549.883199999991,4534.164329147376
1774270500,4467.72,4492.925,4464.335,4478.505,4545.260599999991,4531.981610357282
1774270800,4478.51,4486.075,4438.31,4454.1,4545.260599999991,4531.981610357282
1774271100,4454.11,4456.265,4431.57,4446.915,4545.260599999991,4531.981610357282
1774271400,4446.91,4460.35,4440.555,4446.76,4545.260599999991,4531.981610357282
1774271700,4446.745,4453.225,4423.17,4423.395,4545.260599999991,4531.981610357282
1774272000,4423.42,4435.56,4415.575,4419.055,4545.260599999991,4531.981610357282
1774272300,4419.015,4426.155,4405.2,4409.955,4545.260599999991,4531.981610357282
1774272600,4409.945,4422.125,4401.76,4417.235,4545.260599999991,4531.981610357282
1774272900,4417.215,4440.965,4416.2,4431.83,4545.260599999991,4531.981610357282
1774273200,4431.95,4451.315,4422.475,4422.6,4545.260599999991,4531.981610357282
1774273500,4422.555,4449.52,4419.765,4442.835,4545.260599999991,4531.981610357282
1774273800,4442.75,4467.04,4440.5,4451.6,4545.260599999991,4531.981610357282
1774274100,4451.595,4455.725,4438.485,4454.165,4540.359699999992,4528.929978578565
1774274400,4454.32,4479.405,4454.31,4464.64,4540.359699999992,4528.929978578565
1774274700,4464.635,4471.02,4454.205,4461.855,4540.359699999992,4528.929978578565
1774275000,4461.8,4471.91,4453.635,4464.375,4540.359699999992,4528.929978578565
1774275300,4464.365,4495.865,4461.29,4490.375,4540.359699999992,4528.929978578565
1774275600,4490.4,4504.775,4485.46,4504.24,4540.359699999992,4528.929978578565
1774275900,4504.4,4513.165,4481.28,4486.71,4540.359699999992,4528.929978578565
1774276200,4486.705,4504.675,4474.465,4493.405,4540.359699999992,4528.929978578565
1774276500,4493.42,4501.88,4477.145,4481.275,4540.359699999992,4528.929978578565
1774276800,4481.25,4487.19,4470.355,4479.885,4540.359699999992,4528.929978578565
1774277100,4479.965,4486.415,4468.56,4479.33,4540.359699999992,4528.929978578565
1774277400,4479.375,4479.64,4456.99,4464.07,4540.359699999992,4528.929978578565
1774277700,4464.22,4476.76,4461.675,4462.075,4536.016699999992,4526.308214712739
1774278000,4462.08,4477.775,4455.085,4469.615,4536.016699999992,4526.308214712739
1774278300,4469.6,4487.385,4469.57,4486.01,4536.016699999992,4526.308214712739
1774278600,4486.03,4486.03,4462.12,4465.075,4536.016699999992,4526.308214712739
1774278900,4465,4468.625,4427.515,4441.04,4536.016699999992,4526.308214712739
1774279200,4440.98,4459.88,4431.235,4456.695,4536.016699999992,4526.308214712739
1774279500,4456.65,4458.13,4440.545,4447.405,4536.016699999992,4526.308214712739
1774279800,4447.34,4456.24,4431.6,4433.29,4536.016699999992,4526.308214712739
1774280100,4433.195,4433.325,4415.91,4420.3,4536.016699999992,4526.308214712739
1774280400,4420.35,4423.23,4406.11,4408.02,4536.016699999992,4526.308214712739
1774280700,4408.005,4414.38,4395.14,4402.415,4536.016699999992,4526.308214712739
1774281000,4402.385,4407.365,4384.7,4396.455,4536.016699999992,4526.308214712739
1774281300,4396.505,4398.095,4350.63,4363.87,4530.256399999991,4519.938088645573
