time,open,high,low,close,HTF MA,HTF MA
1764543600,4226.31,4226.465,4205.785,4217.335,4170.3445999999985,4172.796945961421
1764544500,4217.325,4224.81,4214.445,4222.305,4170.3445999999985,4172.796945961421
1764545400,4222.335,4225.335,4219.885,4223.675,4170.3445999999985,4172.796945961421
1764546300,4223.62,4225.14,4221.915,4221.94,4171.440399999999,4174.72412455117
1764547200,4221.905,4224.615,4218.84,4223.01,4171.440399999999,4174.72412455117
1764548100,4223.025,4232.735,4218.43,4227.035,4171.440399999999,4174.72412455117
1764549000,4227.045,4232.64,4226.22,4231.885,4171.440399999999,4174.72412455117
1764549900,4231.92,4233.735,4225.99,4230.775,4172.710399999998,4176.922198098183
1764550800,4230.76,4233.485,4219.745,4228.36,4172.710399999998,4176.922198098183
1764551700,4228.41,4239.36,4224.26,4238.67,4172.710399999998,4176.922198098183
1764552600,4238.68,4243.8,4234.735,4241.485,4172.710399999998,4176.922198098183
1764553500,4241.48,4256.45,4237.195,4255.56,4174.525699999998,4180.0060334668815
1764554400,4255.55,4256.6,4245.365,4248.395,4174.525699999998,4180.0060334668815
1764555300,4248.4,4248.955,4240.53,4241.125,4174.525699999998,4180.0060334668815
1764556200,4241.09,4241.46,4234.305,4239.765,4174.525699999998,4180.0060334668815
1764557100,4239.775,4243.425,4237.58,4242.955,4176.117699999998,4182.474620389748
1764558000,4242.95,4244.08,4232.6,4234.385,4176.117699999998,4182.474620389748
1764558900,4234.255,4238.095,4232.665,4235.3,4176.117699999998,4182.474620389748
1764559800,4235.275,4240.83,4234.97,4238.285,4176.117699999998,4182.474620389748
1764560700,4238.29,4240.12,4235,4239.49,4177.626299999998,4184.710517629366
1764561600,4239.5,4239.575,4236.56,4238.92,4177.626299999998,4184.710517629366
1764562500,4238.935,4240.95,4237.8,4239.81,4177.626299999998,4184.710517629366
1764563400,4239.825,4243.475,4239.295,4242.105,4177.626299999998,4184.710517629366
1764564300,4242.15,4247.065,4242.14,4245.775,4179.270299999997,4187.105203212528
1764565200,4245.765,4246.745,4229.685,4232.77,4179.270299999997,4187.105203212528
1764566100,4232.79,4233.73,4215.605,4220.47,4179.270299999997,4187.105203212528
1764567000,4220.465,4228.085,4217.86,4224.46,4179.270299999997,4187.105203212528
1764567900,4224.145,4231.495,4223.705,4229.675,4180.568099999998,4188.774607008115
1764568800,4229.75,4234.06,4228.705,4233.265,4180.568099999998,4188.774607008115
1764569700,4233.27,4233.77,4226.27,4231.815,4180.568099999998,4188.774607008115
1764570600,4231.805,4235.725,4229.99,4235.35,4180.568099999998,4188.774607008115
1764571500,4235.41,4240.665,4235.325,4237.105,4182.0189999999975,4190.669916537208
1764572400,4237.105,4239.24,4233.485,4237.14,4182.0189999999975,4190.669916537208
1764573300,4237.145,4242.8,4231.735,4240.715,4182.0189999999975,4190.669916537208
1764574200,4240.84,4243.335,4240.38,4240.465,4182.0189999999975,4190.669916537208
1764575100,4240.47,4246.715,4238.215,4245.35,4183.836999999997,4192.814233535749
1764576000,4245.375,4252.97,4244.715,4250.93,4183.836999999997,4192.814233535749
1764576900,4250.925,4253.715,4249.105,4249.595,4183.836999999997,4192.814233535749
1764577800,4249.6,4250.24,4240.94,4242.375,4183.836999999997,4192.814233535749
1764578700,4242.4,4244.885,4238.335,4244.78,4185.822099999998,4194.8521067304255
1764579600,4244.835,4250.095,4244.835,4249.465,4185.822099999998,4194.8521067304255
1764580500,4249.5,4251.895,4246.81,4251.57,4185.822099999998,4194.8521067304255
1764581400,4251.46,4251.515,4246.645,4247.52,4185.822099999998,4194.8521067304255
1764582300,4247.51,4250.955,4243.8,4250.125,4187.8732999999975,4197.019671172369
1764583200,4250.14,4262.435,4249.255,4258.72,4187.8732999999975,4197.019671172369
1764584100,4258.74,4259.41,4252.26,4253.625,4187.8732999999975,4197.019671172369
1764585000,4253.445,4255.065,4251.33,4254.41,4187.8732999999975,4197.019671172369
1764585900,4254.395,4258.005,4253.2,4255.64,4189.965899999997,4199.318507596982
1764586800,4255.655,4256.755,4250.745,4251.71,4189.965899999997,4199.318507596982
1764587700,4251.695,4255.755,4248.33,4254.39,4189.965899999997,4199.318507596982
1764588600,4254.395,4258.605,4251.915,4258.4,4189.965899999997,4199.318507596982
1764589500,4258.47,4258.555,4253.34,4254.63,4192.118699999997,4201.487585730434
1764590400,4254.475,4256.73,4247.525,4249.165,4192.118699999997,4201.487585730434
1764591300,4249.08,4254.53,4247.69,4252.915,4192.118699999997,4201.487585730434
1764592200,4252.91,4256.43,4250.685,4252.71,4192.118699999997,4201.487585730434
1764593100,4252.67,4253.03,4244.225,4246.605,4193.901799999997,4203.256896093946
1764594000,4246.45,4256.53,4245.695,4254.41,4193.901799999997,4203.256896093946
1764594900,4254.455,4257.815,4250.135,4257.015,4193.901799999997,4203.256896093946
1764595800,4257.025,4264.7,4256.98,4261.995,4193.901799999997,4203.256896093946
1764596700,4262.02,4263.39,4247.135,4247.395,4195.646099999997,4204.987802129478
1764597600,4247.455,4249.335,4238.475,4247.2,4195.646099999997,4204.987802129478
1764598500,4247.185,4249.36,4242.235,4246.6,4195.646099999997,4204.987802129478
1764599400,4246.595,4247.94,4219.78,4225.45,4195.646099999997,4204.987802129478
1764600300,4225.445,4241.685,4223.045,4239.98,4197.131099999997,4206.360045183224
1764601200,4240.53,4244.905,4230.645,4231.43,4197.131099999997,4206.360045183224
1764602100,4231.475,4232.055,4219.495,4228.325,4197.131099999997,4206.360045183224
1764603000,4228.33,4236.545,4221.95,4229.15,4197.131099999997,4206.360045183224
1764603900,4229.1,4233.795,4221.775,4232.525,4198.609699999997,4207.3861218427055
1764604800,4232.51,4240.005,4231.605,4237.155,4198.609699999997,4207.3861218427055
1764605700,4237.185,4240.13,4227.025,4239.83,4198.609699999997,4207.3861218427055
1764606600,4239.835,4240.43,4230.535,4239,4198.609699999997,4207.3861218427055
1764607500,4239.015,4242.66,4225.18,4226.295,4200.004399999996,4208.127646476325
1764608400,4226.285,4233.72,4223.105,4230.165,4200.004399999996,4208.127646476325
1764609300,4230.15,4236.89,4227.265,4235.74,4200.004399999996,4208.127646476325
1764610200,4235.765,4239.825,4235.355,4239.055,4200.004399999996,4208.127646476325
1764611100,4239.145,4240.08,4230.03,4232.285,4201.501699999997,4209.074993673332
1764612000,4232.345,4238.695,4232.345,4236.465,4201.501699999997,4209.074993673332
1764612900,4236.485,4242.025,4235.29,4240.88,4201.501699999997,4209.074993673332
1764613800,4240.96,4242.955,4236.245,4242.485,4201.501699999997,4209.074993673332
1764614700,4242.46,4244.81,4237.39,4240.44,4203.226999999996,4210.304993921436
1764615600,4240.46,4241.785,4236.19,4237.89,4203.226999999996,4210.304993921436
1764616500,4237.865,4242.395,4236.82,4241.71,4203.226999999996,4210.304993921436
1764617400,4241.625,4243.885,4233.96,4233.96,4203.226999999996,4210.304993921436
1764618300,4233.64,4237.305,4229.315,4237.075,4204.866899999996,4211.35479808138
1764619200,4237.1,4241.05,4235.14,4238.18,4204.866899999996,4211.35479808138
1764620100,4238.045,4239.02,4235.345,4237.71,4204.866899999996,4211.35479808138
1764621000,4237.685,4241.63,4235.53,4240.95,4204.866899999996,4211.35479808138
1764621900,4241.02,4241.215,4234.545,4237.5,4206.550099999997,4212.380100117404
1764622800,4237.4,4239.04,4235.585,4238.53,4206.550099999997,4212.380100117404
1764623700,4238.55,4240.47,4237.785,4238.515,4206.550099999997,4212.380100117404
1764624600,4238.525,4238.53,4233.065,4233.215,4206.550099999997,4212.380100117404
1764625500,4233.26,4234.365,4230.265,4232.29,4208.034499999997,4213.160880504957
1764630000,4231.77,4233.835,4231.525,4233.495,4208.034499999997,4213.160880504957
1764630900,4233.53,4236.15,4231.82,4235.735,4208.034499999997,4213.160880504957
1764631800,4235.725,4235.91,4228.64,4230.81,4208.034499999997,4213.160880504957
1764632700,4230.8,4230.815,4224.39,4227.54,4209.4550999999965,4213.7247675439785
1764633600,4227.55,4228.085,4223.555,4227.08,4209.4550999999965,4213.7247675439785
1764634500,4226.865,4227.835,4221.69,4225.345,4209.4550999999965,4213.7247675439785
1764635400,4225.375,4228.635,4224.295,4228.515,4209.4550999999965,4213.7247675439785
1764636300,4228.465,4229.735,4223.625,4226.795,4210.831299999997,4214.237325679509
1764637200,4226.72,4227.34,4192.915,4205.7,4210.831299999997,4214.237325679509
1764638100,4205.71,4215.965,4204.465,4213.76,4210.831299999997,4214.237325679509
1764639000,4213.765,4218.285,4208.475,4211.135,4210.831299999997,4214.237325679509
1764639900,4211.195,4220.875,4210.38,4219.56,4212.036699999998,4214.446058005803
1764640800,4219.555,4221.75,4215.63,4219.315,4212.036699999998,4214.446058005803
1764641700,4219.25,4223.355,4216.04,4217.275,4212.036699999998,4214.446058005803
1764642600,4217.225,4221.725,4214.52,4221.465,4212.036699999998,4214.446058005803
1764643500,4221.51,4224.705,4220.025,4221.76,4213.318299999997,4214.732879260478
1764644400,4221.655,4225.47,4220.69,4224.265,4213.318299999997,4214.732879260478
1764645300,4224.18,4226.415,4222.425,4222.855,4213.318299999997,4214.732879260478
