time,open,high,low,close,HTF EMA,HTF MA
1776664800,4791.06,4794.265,4785.645,4790.71,4792.105884950455,4809.208942429642
1776665100,4790.765,4792,4788.535,4791.615,4792.065850246516,4809.208942429642
1776665400,4791.655,4794.015,4789.635,4790.71,4792.027385530966,4809.208942429642
1776665700,4790.685,4790.685,4787.12,4787.475,4791.990429235634,4809.208942429642
1776666000,4787.525,4788.575,4784.025,4787.34,4791.954922206785,4809.208942429642
1776666300,4787.44,4788.28,4784.11,4786.32,4791.9208076104405,4809.208942429642
1776666600,4786.345,4792.07,4785.715,4787.325,4791.888030841404,4809.208942429642
1776666900,4787.305,4790.72,4786.38,4790.59,4791.856539435858,4809.208942429642
1776667200,4790.595,4791.265,4787.38,4790.36,4791.826282987393,4809.208942429642
1776667500,4790.345,4790.39,4786.15,4787.66,4791.797213066318,4809.208942429642
1776667800,4787.625,4789.115,4785.64,4787.13,4791.769283142149,4809.208942429642
1776668100,4787.15,4795.62,4786.7,4795.595,4791.919311254222,4808.3306235632135
1776668400,4795.6,4801.635,4795.075,4797.75,4792.0634559109185,4808.3306235632135
1776668700,4797.745,4798.775,4794.165,4795.99,4792.201947835981,4808.3306235632135
1776669000,4795.88,4797.905,4793.975,4797.7,4792.335008705158,4808.3306235632135
